"status","gene-symbol","gene-name","ensembl-id","chromosome","genetic-category","gene-score","syndromic","number-of-reports","gene_biotype","ID"
9,"GALNT14","polypeptide N-acetylgalactosaminyltransferase 14","ENSG00000158089","2","Rare Single Gene Mutation, Genetic Association",3,0,5,"protein_coding","ENSG00000158089"
9,"GALNT8","polypeptide N-acetylgalactosaminyltransferase 8","ENSG00000130035","12","Rare Single Gene Mutation",2,0,2,"protein_coding","ENSG00000130035"
9,"GATM","Glycine amidinotransferase (L-arginine:glycine amidinotransferase)","ENSG00000171766","15","Syndromic",NA,1,2,"protein_coding","ENSG00000171766"
9,"GDA","guanine deaminase","ENSG00000119125","9","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000119125"
9,"GGNBP2","gametogenetin binding protein 2","ENSG00000278311","17","Rare Single Gene Mutation",2,0,2,"protein_coding","ENSG00000275099"
9,"GGNBP2","gametogenetin binding protein 2","ENSG00000278311","17","Rare Single Gene Mutation",2,0,2,"protein_coding","ENSG00000278311"
9,"GGNBP2","gametogenetin binding protein 2","ENSG00000278311","17","Rare Single Gene Mutation",2,0,2,"protein_coding","ENSG00000005955"
9,"GGNBP2","gametogenetin binding protein 2","ENSG00000278311","17","Rare Single Gene Mutation",2,0,2,"protein_coding","ENSG00000260508"
9,"GIGYF1","GRB10 interacting GYF protein 1","ENSG00000146830","7","Rare Single Gene Mutation",1,0,7,"protein_coding","ENSG00000146830"
9,"GIGYF2","GRB10 interacting GYF protein 2","ENSG00000204120","2","Rare Single Gene Mutation",1,0,7,"protein_coding","ENSG00000204120"
9,"GLIS1","GLIS family zinc finger 1","ENSG00000174332","1","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000174332"
9,"GLO1","glyoxalase I","ENSG00000124767","6","Rare Single Gene Mutation, Genetic Association",3,0,10,"protein_coding","ENSG00000124767"
9,"GLRA2","glycine receptor, alpha 2","ENSG00000101958","X","Rare Single Gene Mutation, Functional",3,0,15,"protein_coding","ENSG00000101958"
9,"GNAS","GNAS complex locus","ENSG00000087460","20","Rare Single Gene Mutation",3,0,8,"protein_coding","ENSG00000087460"
9,"GNB1L","guanine nucleotide binding protein (G protein), beta polypeptide 1-like","ENSG00000185838","22","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000185838"
9,"GPC4","glypican 4","ENSG00000076716","X","Rare Single Gene Mutation",2,0,2,"protein_coding","ENSG00000076716"
9,"GPC6","glypican 6","ENSG00000183098","13","Rare Single Gene Mutation, Genetic Association",3,0,8,"protein_coding","ENSG00000183098"
9,"GPD2","glycerol-3-phosphate dehydrogenase 2","ENSG00000115159","2","Rare Single Gene Mutation, Genetic Association",3,0,4,"protein_coding","ENSG00000115159"
9,"GPHN","Gephyrin","ENSG00000171723","14","Rare Single Gene Mutation",2,0,8,"protein_coding","ENSG00000171723"
9,"GPR37","G protein-coupled receptor 37","ENSG00000170775","7","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000170775"
9,"GPR85","G protein-coupled receptor 85","ENSG00000164604","7","Rare Single Gene Mutation, Genetic Association",3,0,4,"protein_coding","ENSG00000164604"
9,"GRIA1","glutamate ionotropic receptor AMPA type subunit 1","ENSG00000155511","5","Rare Single Gene Mutation",2,0,6,"protein_coding","ENSG00000155511"
9,"GRIA2","glutamate ionotropic receptor AMPA type subunit 2","ENSG00000120251","4","Rare Single Gene Mutation",2,0,3,"protein_coding","ENSG00000120251"
9,"GRID1","Glutamate receptor, ionotropic, delta 1","ENSG00000182771","10","Rare Single Gene Mutation, Genetic Association",2,0,6,"protein_coding","ENSG00000182771"
9,"GRID2","glutamate receptor, ionotropic, delta 2","ENSG00000152208","4","Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,9,"protein_coding","ENSG00000152208"
9,"GRID2IP","Grid2 interacting protein","ENSG00000215045","7","Rare Single Gene Mutation",3,0,4,"protein_coding","ENSG00000215045"
9,"GRIK2","glutamate ionotropic receptor kainate type subunit 2","ENSG00000164418","6","Rare Single Gene Mutation, Genetic Association",2,0,18,"protein_coding","ENSG00000164418"
9,"FBXO33","F-box protein 33","ENSG00000165355","14","Genetic Association",3,0,3,"protein_coding","ENSG00000165355"
9,"GAS2","Growth arrest-specific 2","ENSG00000139354","11","Genetic Association",3,0,1,"protein_coding","ENSG00000148935"
9,"GPX1","glutathione peroxidase 1","ENSG00000233276","3","Genetic Association",3,0,5,"polymorphic_pseudogene","ENSG00000233276"
9,"GRIK3","glutamate ionotropic receptor kainate type subunit 3","ENSG00000163873","1","Rare Single Gene Mutation, Genetic Association",3,0,5,"protein_coding","ENSG00000163873"
9,"GRIK4","Glutamate receptor, ionotropic, kainate 4","ENSG00000149403","11","Rare Single Gene Mutation, Functional",3,0,4,"protein_coding","ENSG00000149403"
9,"GRIK5","Glutamate receptor, ionotropic, kainate 5","ENSG00000105737","19","Rare Single Gene Mutation",2,0,8,"protein_coding","ENSG00000105737"
9,"GRIK5","Glutamate receptor, ionotropic, kainate 5","ENSG00000105737","19","Rare Single Gene Mutation",2,0,8,"protein_coding","ENSG00000272706"
9,"GRIN1","Glutamate receptor, ionotropic, N-methyl D-aspartate 1","ENSG00000176884","9","Rare Single Gene Mutation, Functional",2,0,17,"protein_coding","ENSG00000176884"
9,"GRIN2A","glutamate receptor, ionotropic, N-methyl D-aspartate 2A","ENSG00000183454","16","Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,39,"protein_coding","ENSG00000183454"
9,"GRIN2B","glutamate receptor, inotropic, N-methyl D-apartate 2B","ENSG00000273079","12","Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,53,"protein_coding","ENSG00000273079"
9,"GRIP1","glutamate receptor interacting protein 1","ENSG00000155974","12","Rare Single Gene Mutation",2,0,13,"protein_coding","ENSG00000155974"
9,"GRM5","glutamate metabotropic receptor 5","ENSG00000168959","11","Rare Single Gene Mutation, Genetic Association, Functional",3,0,7,"protein_coding","ENSG00000168959"
9,"GRM7","Glutamate receptor, metabotropic 7","ENSG00000196277","3","Rare Single Gene Mutation, Genetic Association",3,0,13,"protein_coding","ENSG00000196277"
9,"GSTM1","glutathione S-transferase M1","ENSG00000134184","1","Genetic Association",3,0,3,"protein_coding","ENSG00000134184"
9,"GTF2I","general transcription factor IIi","ENSG00000263001","7","Rare Single Gene Mutation, Genetic Association",3,0,5,"protein_coding","ENSG00000263001"
9,"GTF2I","general transcription factor IIi","ENSG00000263001","7","Rare Single Gene Mutation, Genetic Association",3,0,5,"protein_coding","ENSG00000077809"
9,"GUCY1A2","guanylate cyclase 1 soluble subunit alpha 2","ENSG00000152402","11","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000152402"
9,"HCFC1","host cell factor C1","ENSG00000172534","X","Rare Single Gene Mutation, Syndromic",NA,1,9,"protein_coding","ENSG00000172534"
9,"HCFC1","host cell factor C1","ENSG00000172534","X","Rare Single Gene Mutation, Syndromic",NA,1,9,"protein_coding","ENSG00000268768"
9,"HCN1","Hyperpolarization activated cyclic nucleotide-gated potassium channel 1","ENSG00000164588","5","Rare Single Gene Mutation, Genetic Association",NA,1,8,"protein_coding","ENSG00000164588"
9,"HDAC4","histone deacetylase 4","ENSG00000068024","2","Rare Single Gene Mutation, Syndromic, Genetic Association",3,1,16,"protein_coding","ENSG00000068024"
9,"HDAC8","histone deacetylase 8","ENSG00000147099","X","Syndromic",NA,1,6,"protein_coding","ENSG00000147099"
9,"HDAC8","histone deacetylase 8","ENSG00000147099","X","Syndromic",NA,1,6,"protein_coding","ENSG00000268498"
9,"HDLBP","high density lipoprotein binding protein","ENSG00000115677","2","Rare Single Gene Mutation",3,0,4,"protein_coding","ENSG00000115677"
9,"HECTD4","HECT domain E3 ubiquitin protein ligase 4","ENSG00000173064","12","Rare Single Gene Mutation",1,0,4,"protein_coding","ENSG00000173064"
9,"HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2","ENSG00000138411","2","Rare Single Gene Mutation, Syndromic",2,0,7,"protein_coding","ENSG00000138411"
9,"HEPACAM","hepatic and glial cell adhesion molecule","ENSG00000165478","11","Rare Single Gene Mutation, Syndromic",NA,1,10,"protein_coding","ENSG00000165478"
9,"H2BC11","H2B clustered histone 11","ENSG00000124635","6","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000124635"
9,"HERC2","HECT and RLD domain containing E3 ubiquitin protein ligase 2","ENSG00000128731","15","Rare Single Gene Mutation",NA,1,8,"protein_coding","ENSG00000277278"
9,"HERC2","HECT and RLD domain containing E3 ubiquitin protein ligase 2","ENSG00000128731","15","Rare Single Gene Mutation",NA,1,8,"protein_coding","ENSG00000128731"
9,"HERC2","HECT and RLD domain containing E3 ubiquitin protein ligase 2","ENSG00000128731","15","Rare Single Gene Mutation",NA,1,8,"protein_coding","ENSG00000276802"
9,"HERC2","HECT and RLD domain containing E3 ubiquitin protein ligase 2","ENSG00000128731","15","Rare Single Gene Mutation",NA,1,8,"protein_coding","ENSG00000263162"
9,"HIVEP3","human immunodeficiency virus type I enhancer binding protein 3","ENSG00000127124","1","Rare Single Gene Mutation, Genetic Association",2,0,6,"protein_coding","ENSG00000127124"
9,"HLA-A","major histocompatibility complex, class I, A","ENSG00000206503","6","Genetic Association",3,0,10,"protein_coding","ENSG00000227715"
9,"HLA-A","major histocompatibility complex, class I, A","ENSG00000206503","6","Genetic Association",3,0,10,"protein_coding","ENSG00000224320"
9,"HLA-A","major histocompatibility complex, class I, A","ENSG00000206503","6","Genetic Association",3,0,10,"protein_coding","ENSG00000223980"
9,"HLA-A","major histocompatibility complex, class I, A","ENSG00000206503","6","Genetic Association",3,0,10,"protein_coding","ENSG00000229215"
9,"HLA-A","major histocompatibility complex, class I, A","ENSG00000206503","6","Genetic Association",3,0,10,"protein_coding","ENSG00000206505"
9,"HLA-A","major histocompatibility complex, class I, A","ENSG00000206503","6","Genetic Association",3,0,10,"protein_coding","ENSG00000235657"
9,"HLA-A","major histocompatibility complex, class I, A","ENSG00000206503","6","Genetic Association",3,0,10,"protein_coding","ENSG00000231834"
9,"HLA-A","major histocompatibility complex, class I, A","ENSG00000206503","6","Genetic Association",3,0,10,"protein_coding","ENSG00000206503"
9,"HLA-B","Major histocompatibility complex, class I, B","ENSG00000234745","6","Genetic Association",3,0,5,"protein_coding","ENSG00000228964"
9,"HLA-B","Major histocompatibility complex, class I, B","ENSG00000234745","6","Genetic Association",3,0,5,"protein_coding","ENSG00000224608"
9,"HLA-B","Major histocompatibility complex, class I, B","ENSG00000234745","6","Genetic Association",3,0,5,"protein_coding","ENSG00000206450"
9,"HLA-B","Major histocompatibility complex, class I, B","ENSG00000234745","6","Genetic Association",3,0,5,"protein_coding","ENSG00000232126"
9,"HLA-B","Major histocompatibility complex, class I, B","ENSG00000234745","6","Genetic Association",3,0,5,"protein_coding","ENSG00000234745"
9,"HLA-B","Major histocompatibility complex, class I, B","ENSG00000234745","6","Genetic Association",3,0,5,"protein_coding","ENSG00000223532"
9,"HLA-DPB1","major histocompatibility complex, class II, DP beta 1","ENSG00000223865","6","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000237710"
9,"HLA-DPB1","major histocompatibility complex, class II, DP beta 1","ENSG00000223865","6","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000229295"
9,"HLA-DPB1","major histocompatibility complex, class II, DP beta 1","ENSG00000223865","6","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000236693"
9,"HLA-DPB1","major histocompatibility complex, class II, DP beta 1","ENSG00000223865","6","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000230708"
9,"HLA-DPB1","major histocompatibility complex, class II, DP beta 1","ENSG00000223865","6","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000226826"
9,"HLA-DPB1","major histocompatibility complex, class II, DP beta 1","ENSG00000223865","6","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000215048"
9,"HLA-DPB1","major histocompatibility complex, class II, DP beta 1","ENSG00000223865","6","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000230763"
9,"HLA-DPB1","major histocompatibility complex, class II, DP beta 1","ENSG00000223865","6","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000223865"
9,"HLA-DRB1","major histocompatibility complex, class II, DR beta 1","ENSG00000196126","6","Genetic Association",3,0,11,"protein_coding","ENSG00000206240"
9,"HLA-DRB1","major histocompatibility complex, class II, DR beta 1","ENSG00000196126","6","Genetic Association",3,0,11,"protein_coding","ENSG00000228080"
9,"HLA-DRB1","major histocompatibility complex, class II, DR beta 1","ENSG00000196126","6","Genetic Association",3,0,11,"protein_coding","ENSG00000236884"
9,"HLA-DRB1","major histocompatibility complex, class II, DR beta 1","ENSG00000196126","6","Genetic Association",3,0,11,"protein_coding","ENSG00000196126"
9,"HLA-DRB1","major histocompatibility complex, class II, DR beta 1","ENSG00000196126","6","Genetic Association",3,0,11,"protein_coding","ENSG00000206306"
9,"HLA-DRB1","major histocompatibility complex, class II, DR beta 1","ENSG00000196126","6","Genetic Association",3,0,11,"protein_coding","ENSG00000229074"
9,"HLA-G","major histocompatibility complex, class I, G","ENSG00000204632","6","Genetic Association",3,0,4,"protein_coding","ENSG00000237216"
9,"HLA-G","major histocompatibility complex, class I, G","ENSG00000204632","6","Genetic Association",3,0,4,"protein_coding","ENSG00000230413"
9,"HLA-G","major histocompatibility complex, class I, G","ENSG00000204632","6","Genetic Association",3,0,4,"protein_coding","ENSG00000233095"
9,"HLA-G","major histocompatibility complex, class I, G","ENSG00000204632","6","Genetic Association",3,0,4,"protein_coding","ENSG00000206506"
9,"HLA-G","major histocompatibility complex, class I, G","ENSG00000204632","6","Genetic Association",3,0,4,"protein_coding","ENSG00000276051"
9,"HLA-G","major histocompatibility complex, class I, G","ENSG00000204632","6","Genetic Association",3,0,4,"protein_coding","ENSG00000235346"
9,"HLA-G","major histocompatibility complex, class I, G","ENSG00000204632","6","Genetic Association",3,0,4,"protein_coding","ENSG00000235680"
9,"HLA-G","major histocompatibility complex, class I, G","ENSG00000204632","6","Genetic Association",3,0,4,"protein_coding","ENSG00000204632"
9,"HMGN1","high mobility group nucleosome binding domain 1","ENSG00000205581","21","Genetic Association",2,0,1,"protein_coding","ENSG00000205581"
9,"HNRNPH2","heterogeneous nuclear ribonucleoprotein H2","ENSG00000126945","X","Rare Single Gene Mutation, Syndromic",1,0,6,"protein_coding","ENSG00000126945"
9,"HNRNPH2","heterogeneous nuclear ribonucleoprotein H2","ENSG00000126945","X","Rare Single Gene Mutation, Syndromic",1,0,6,"protein_coding","ENSG00000268642"
9,"HNRNPU","heterogeneous nuclear ribonucleoprotein U","ENSG00000153187","1","Rare Single Gene Mutation, Syndromic, Functional",1,0,14,"protein_coding","ENSG00000153187"
9,"HOMER1","Homer homolog 1 (Drosophila)","ENSG00000152413","5","Rare Single Gene Mutation, Functional",3,0,5,"protein_coding","ENSG00000152413"
9,"HOXA1","homeobox A1","ENSG00000105991","7","Rare Single Gene Mutation, Syndromic, Genetic Association",NA,1,15,"protein_coding","ENSG00000105991"
9,"HRAS","v-Ha-ras Harvey rat sarcoma viral oncogene homolog","ENSG00000174775","11","Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,12,"protein_coding","ENSG00000276536"
9,"HRAS","v-Ha-ras Harvey rat sarcoma viral oncogene homolog","ENSG00000174775","11","Rare Single Gene Mutation, Syndromic, Genetic Association",1,0,12,"protein_coding","ENSG00000174775"
9,"HS3ST5","heparan sulfate (glucosamine) 3-O-sulfotransferase 5","ENSG00000249853","6","Genetic Association",3,0,7,"protein_coding","ENSG00000249853"
9,"HSD11B1","hydroxysteroid (11-beta) dehydrogenase 1","ENSG00000117594","1","Syndromic",3,0,8,"protein_coding","ENSG00000117594"
9,"HTR1B","5-hydroxytryptamine (serotonin) receptor 1B","ENSG00000135312","6","Rare Single Gene Mutation, Genetic Association",3,0,6,"protein_coding","ENSG00000135312"
9,"HTR3A","5-hydroxytryptamine (serotonin) receptor 3A","ENSG00000166736","11","Rare Single Gene Mutation, Genetic Association, Functional",3,0,7,"protein_coding","ENSG00000166736"
9,"HTR3C","5-hydroxytryptamine (serotonin) receptor 3, family member C","ENSG00000178084","3","Rare Single Gene Mutation, Genetic Association",3,0,6,"protein_coding","ENSG00000178084"
9,"HUWE1","HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase","ENSG00000086758","X","Rare Single Gene Mutation, Syndromic",NA,1,14,"protein_coding","ENSG00000086758"
9,"HYDIN","HYDIN, axonemal central pair apparatus protein","ENSG00000157423","16","Rare Single Gene Mutation, Genetic Association",3,0,3,"protein_coding","ENSG00000157423"
9,"HYDIN","HYDIN, axonemal central pair apparatus protein","ENSG00000157423","16","Rare Single Gene Mutation, Genetic Association",3,0,3,"protein_coding","ENSG00000283022"
9,"ICA1","islet cell autoantigen 1","ENSG00000003147","7","Rare Single Gene Mutation",2,0,8,"protein_coding","ENSG00000003147"
9,"IL1R2","interleukin 1 receptor, type II","ENSG00000115590","2","Rare Single Gene Mutation",3,0,6,"protein_coding","ENSG00000115590"
9,"IL1RAPL1","interleukin 1 receptor accessory protein-like 1","ENSG00000169306","X","Rare Single Gene Mutation",3,0,22,"protein_coding","ENSG00000169306"
9,"IL1RAPL2","interleukin 1 receptor accessory protein-like 2","ENSG00000189108","X","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000189108"
9,"IL1RAPL2","interleukin 1 receptor accessory protein-like 2","ENSG00000189108","X","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000269512"
9,"ILF2","Interleukin enhancer binding factor 2","ENSG00000143621","1","Rare Single Gene Mutation",2,0,4,"protein_coding","ENSG00000143621"
9,"IMMP2L","IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)","ENSG00000184903","7","Rare Single Gene Mutation, Genetic Association, Functional",3,0,14,"protein_coding","ENSG00000184903"
9,"INPP1","inositol polyphosphate-1-phosphatase","ENSG00000151689","2","Rare Single Gene Mutation, Genetic Association",3,0,4,"protein_coding","ENSG00000151689"
9,"INTS1","integrator complex subunit 1","ENSG00000164880","7","Rare Single Gene Mutation, Syndromic",NA,1,4,"protein_coding","ENSG00000164880"
9,"INTS6","Integrator complex subunit 6","ENSG00000102786","13","Rare Single Gene Mutation",2,0,4,"protein_coding","ENSG00000102786"
9,"IQGAP3","IQ motif containing GTPase activating protein 3","ENSG00000183856","1","Rare Single Gene Mutation",3,0,4,"protein_coding","ENSG00000183856"
9,"IQSEC2","IQ motif and Sec7 domain 2","ENSG00000124313","X","Rare Single Gene Mutation, Syndromic, Functional",1,0,25,"protein_coding","ENSG00000124313"
9,"IQSEC2","IQ motif and Sec7 domain 2","ENSG00000124313","X","Rare Single Gene Mutation, Syndromic, Functional",1,0,25,"protein_coding","ENSG00000268372"
9,"IRF2BPL","Interferon regulatory factor 2 binding protein-like","ENSG00000119669","14","Rare Single Gene Mutation, Syndromic",1,0,6,"protein_coding","ENSG00000119669"
9,"ITGB3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)","ENSG00000259207","17","Rare Single Gene Mutation, Genetic Association",2,0,15,"protein_coding","ENSG00000259207"
9,"ITPR1","inositol 1,4,5-trisphosphate receptor type 1","ENSG00000150995","3","Rare Single Gene Mutation",3,0,9,"protein_coding","ENSG00000150995"
9,"ITSN1","intersectin 1","ENSG00000205726","21","Rare Single Gene Mutation",3,0,4,"protein_coding","ENSG00000205726"
9,"JARID2","jumonji and AT-rich interaction domain containing 2","ENSG00000008083","6","Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,11,"protein_coding","ENSG00000008083"
9,"JMJD1C","jumonji domain containing 1C","ENSG00000171988","10","Rare Single Gene Mutation",3,0,8,"protein_coding","ENSG00000171988"
9,"KANK1","KN motif and ankyrin repeat domains 1","ENSG00000107104","9","Rare Single Gene Mutation",3,0,9,"protein_coding","ENSG00000107104"
9,"KANSL1","KAT8 regulatory NSL complex subunit 1","ENSG00000120071","17","Rare Single Gene Mutation, Syndromic",1,0,2,"protein_coding","ENSG00000278458"
9,"KANSL1","KAT8 regulatory NSL complex subunit 1","ENSG00000120071","17","Rare Single Gene Mutation, Syndromic",1,0,2,"protein_coding","ENSG00000120071"
9,"KANSL1","KAT8 regulatory NSL complex subunit 1","ENSG00000120071","17","Rare Single Gene Mutation, Syndromic",1,0,2,"protein_coding","ENSG00000275867"
9,"KAT2B","K(lysine) acetyltransferase 2B","ENSG00000114166","3","Rare Single Gene Mutation",2,0,6,"protein_coding","ENSG00000114166"
9,"KAT6A","K(lysine) acetyltransferase 6A","ENSG00000083168","8","Rare Single Gene Mutation, Syndromic",2,1,12,"protein_coding","ENSG00000083168"
9,"KATNAL1","katanin catalytic subunit A1 like 1","ENSG00000102781","13","Rare Single Gene Mutation, Functional",3,0,2,"protein_coding","ENSG00000102781"
9,"KATNAL2","Katanin p60 subunit A-like 2","ENSG00000167216","18","Rare Single Gene Mutation",1,0,11,"protein_coding","ENSG00000167216"
9,"KCNB1","potassium voltage-gated channel subfamily B member 1","ENSG00000158445","20","Rare Single Gene Mutation, Syndromic",1,0,9,"protein_coding","ENSG00000158445"
9,"KCNC1","potassium voltage-gated channel subfamily C member 1","ENSG00000129159","11","Rare Single Gene Mutation",3,0,5,"protein_coding","ENSG00000129159"
9,"KCND2","potassium voltage-gated channel subfamily D member 2","ENSG00000184408","7","Rare Single Gene Mutation, Genetic Association",3,0,6,"protein_coding","ENSG00000184408"
9,"KCND3","potassium voltage-gated channel subfamily D member 3","ENSG00000171385","1","Rare Single Gene Mutation, Syndromic, Genetic Association",3,0,8,"protein_coding","ENSG00000171385"
9,"KCNJ10","potassium voltage-gated channel subfamily J member 10","ENSG00000177807","1","Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,11,"protein_coding","ENSG00000177807"
9,"KCNJ15","potassium voltage-gated channel subfamily J member 15","ENSG00000157551","21","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000157551"
9,"KCNK7","potassium two pore domain channel subfamily K member 7","ENSG00000173338","11","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000173338"
9,"KCNMA1","potassium large conductance calcium-activated channel, subfamily M, alpha member 1","ENSG00000156113","10","Rare Single Gene Mutation, Syndromic",3,0,21,"protein_coding","ENSG00000156113"
9,"KCNQ2","potassium voltage-gated channel subfamily Q member 2","ENSG00000075043","20","Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,24,"protein_coding","ENSG00000281151"
9,"KCNQ2","potassium voltage-gated channel subfamily Q member 2","ENSG00000075043","20","Rare Single Gene Mutation, Syndromic, Genetic Association",2,0,24,"protein_coding","ENSG00000075043"
9,"KCNQ3","potassium voltage-gated channel subfamily Q member 3","ENSG00000184156","8","Rare Single Gene Mutation, Genetic Association",2,0,9,"protein_coding","ENSG00000184156"
9,"KCNS3","potassium voltage-gated channel modifier subfamily S member 3","ENSG00000170745","2","Rare Single Gene Mutation",2,0,4,"protein_coding","ENSG00000170745"
9,"KCTD13","Potassium channel tetramerisation domain containing 13","ENSG00000174943","16","Rare Single Gene Mutation, Functional",3,0,7,"protein_coding","ENSG00000174943"
9,"KDM1B","lysine demethylase 1B","ENSG00000165097","6","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000165097"
9,"KDM4B","lysine demethylase 4B","ENSG00000127663","19","Rare Single Gene Mutation, Functional",3,0,3,"protein_coding","ENSG00000127663"
9,"KDM4C","lysine demethylase 4C","ENSG00000107077","9","Rare Single Gene Mutation",2,0,2,"protein_coding","ENSG00000107077"
9,"KDM5B","Lysine (K)-specific demethylase 5B","ENSG00000117139","1","Rare Single Gene Mutation, Syndromic, Functional",2,0,13,"protein_coding","ENSG00000117139"
9,"KDM5C","lysine demethylase 5C","ENSG00000126012","X","Rare Single Gene Mutation, Syndromic, Functional",2,0,23,"protein_coding","ENSG00000126012"
9,"KDM5C","lysine demethylase 5C","ENSG00000126012","X","Rare Single Gene Mutation, Syndromic, Functional",2,0,23,"protein_coding","ENSG00000269816"
9,"KDM6A","lysine demethylase 6A","ENSG00000147050","X","Rare Single Gene Mutation, Syndromic",2,0,7,"protein_coding","ENSG00000147050"
9,"KDM6B","Lysine (K)-specific demethylase 6B","ENSG00000132510","17","Rare Single Gene Mutation, Syndromic",1,0,11,"protein_coding","ENSG00000132510"
9,"KHDRBS2","KH domain containing, RNA binding, signal transduction associated 2","ENSG00000112232","6","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000112232"
9,"KIAA1586","KIAA1586","ENSG00000168116","6","Rare Single Gene Mutation",2,0,4,"protein_coding","ENSG00000168116"
9,"KIF13B","Kinesin family member 13B","ENSG00000197892","8","Rare Single Gene Mutation",3,0,3,"protein_coding","ENSG00000197892"
9,"KIF14","kinesin family member 14","ENSG00000118193","1","Rare Single Gene Mutation, Syndromic",2,0,4,"protein_coding","ENSG00000118193"
9,"KIF5C","Kinesin family member 5C","ENSG00000168280","2","Rare Single Gene Mutation, Syndromic",3,1,8,"protein_coding","ENSG00000276734"
9,"KIF5C","Kinesin family member 5C","ENSG00000168280","2","Rare Single Gene Mutation, Syndromic",3,1,8,"protein_coding","ENSG00000168280"
9,"KIF5C","Kinesin family member 5C","ENSG00000168280","2","Rare Single Gene Mutation, Syndromic",3,1,8,"protein_coding","ENSG00000262907"
9,"KIRREL3","Kin of IRRE like 3 (Drosophila)","ENSG00000149571","11","Rare Single Gene Mutation",2,0,15,"protein_coding","ENSG00000149571"
9,"KLF16","Kruppel like factor 16","ENSG00000129911","19","Rare Single Gene Mutation",3,0,1,"protein_coding","ENSG00000129911"
9,"KMT2A","Lysine (K)-specific methyltransferase 2A","ENSG00000118058","11","Rare Single Gene Mutation, Syndromic",1,0,20,"protein_coding","ENSG00000118058"
9,"KMT2A","Lysine (K)-specific methyltransferase 2A","ENSG00000118058","11","Rare Single Gene Mutation, Syndromic",1,0,20,"protein_coding","ENSG00000267910"
9,"KMT2C","Lysine (K)-specific methyltransferase 2C","ENSG00000055609","7","Rare Single Gene Mutation, Syndromic",1,0,16,"protein_coding","ENSG00000055609"
9,"KMT2E","Lysine (K)-specific methyltransferase 2E","ENSG00000005483","7","Rare Single Gene Mutation, Syndromic, Genetic Association",2,1,8,"protein_coding","ENSG00000005483"
9,"KPTN","kaptin, actin binding protein","ENSG00000118162","19","Rare Single Gene Mutation, Syndromic",NA,1,4,"protein_coding","ENSG00000118162"
9,"KRR1","KRR1, small subunit (SSU) processome component, homolog (yeast)","ENSG00000111615","12","Rare Single Gene Mutation, Genetic Association",3,0,2,"protein_coding","ENSG00000111615"
9,"KRT26","keratin 26","ENSG00000186393","17","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000186393"
9,"LAMA1","Laminin, alpha 1","ENSG00000101680","18","Rare Single Gene Mutation, Genetic Association",3,0,6,"protein_coding","ENSG00000101680"
9,"LAMB1","laminin, beta 1","ENSG00000091136","7","Rare Single Gene Mutation, Genetic Association",2,0,7,"protein_coding","ENSG00000091136"
9,"LEO1","LEO1 homolog, Paf1/RNA polymerase II complex component","ENSG00000166477","15","Rare Single Gene Mutation",2,0,3,"protein_coding","ENSG00000166477"
9,"KMT5B","lysine methyltransferase 5B","ENSG00000110066","11","Rare Single Gene Mutation, Syndromic",1,0,11,"protein_coding","ENSG00000110066"
9,"LEP","Leptin","ENSG00000174697","7","Rare Single Gene Mutation",3,0,1,"protein_coding","ENSG00000174697"
9,"LILRB2","leukocyte immunoglobulin like receptor B2","ENSG00000131042","19","Rare Single Gene Mutation",3,0,2,"protein_coding","ENSG00000275463"
